"id","member_id","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","addr_state","dti","earliest_cr_line","out_prncp","total_pymnt","last_pymnt_d","last_pymnt_amnt","application_type","recoveries"
16412672,18495095,35000.0,35000.0, 36 months,13.98,1195.88,C,C3,"10+ years",MORTGAGE,158000.0,Verified,"1/5/2014",Current,debt_consolidation,IL,28.79,Jan-75,18346.8,22721.72,Dec-15,1195.88,INDIVIDUAL,0
39329967,42133714,27425.0,27425.0, 60 months,16.49,674.09,D,D3,"8 years",RENT,55000.0,Source Verified,"1/1/2015",Fully Paid,debt_consolidation,CO,9.45,Sep-99,0.0,29371.19,Jun-15,26737.64,INDIVIDUAL,0
66560400,71286121,13000.0,13000.0, 36 months,10.64,423.4,B,B4,"3 years",RENT,110000.0,Source Verified,"1/12/2015",Current,credit_card,CA,9.2,Aug-11,12691.87,415.72,Jan-16,423.4,INDIVIDUAL,0
31647703,34240915,1425.0,1425.0, 36 months,11.67,47.11,B,B4,"7 years",RENT,35000.0,Not Verified,"1/10/2014",Fully Paid,debt_consolidation,AZ,23.36,Nov-04,0.0,1516.5,May-15,1234.76,INDIVIDUAL,0
51025988,54425725,20000.0,20000.0, 36 months,8.18,628.39,B,B1,"4 years",RENT,91000.0,Source Verified,"1/6/2015",Current,debt_consolidation,PA,8.0,Dec-06,16484.36,4389.64,Jan-16,628.39,INDIVIDUAL,0
35317551,37997999,22000.0,22000.0, 36 months,7.49,684.24,A,A4,"10+ years",MORTGAGE,70000.0,Source Verified,"1/11/2014",Current,debt_consolidation,CA,12.43,Nov-96,14024.53,9570.21,Jan-16,684.24,INDIVIDUAL,0
55139816,58710585,20000.0,20000.0, 36 months,12.29,667.06,C,C1,< 1 year,RENT,50000.0,Source Verified,"1/7/2015",Current,debt_consolidation,MD,15.1,Dec-93,17641.04,3321.64,Dec-15,667.06,INDIVIDUAL,0
623932,799594,10000.0,6100.0, 36 months,5.79,185.0,A,A2,"7 years",RENT,78000.0,Source Verified,"1/12/2010",Fully Paid,debt_consolidation,PA,14.54,Jan-95,0.0,6657.97,Dec-13,205.23,INDIVIDUAL,0
10745652,12637748,12000.0,12000.0, 60 months,18.25,306.36,D,D3,"3 years",MORTGAGE,81000.0,Verified,"1/1/2014",Fully Paid,credit_card,MI,10.21,Dec-00,0.0,14122.12342,Jan-15,10752.49,INDIVIDUAL,0
3005505,3637733,15000.0,15000.0, 36 months,7.9,469.36,A,A4,"10+ years",MORTGAGE,90000.0,Not Verified,"1/1/2013",Fully Paid,debt_consolidation,NC,11.6,Oct-96,0.0,15720.6,Sep-13,12437.72,INDIVIDUAL,0
25267659,27720373,22000.0,22000.0, 36 months,10.99,720.15,B,B3,"10+ years",MORTGAGE,165000.0,Source Verified,"1/9/2014",Fully Paid,debt_consolidation,CA,9.87,Oct-94,0.0,23727.67952,Jun-15,17966.48,INDIVIDUAL,0
44835422,47913154,20000.0,20000.0, 36 months,6.92,616.82,A,A4,"10+ years",MORTGAGE,141515.0,Verified,"1/4/2015",Current,debt_consolidation,FL,25.4,Feb-91,15381.1,5536.0,Jan-16,616.82,INDIVIDUAL,0
5947596,7420059,8875.0,8875.0, 36 months,12.35,296.27,B,B4,"2 years",RENT,26500.0,Verified,"1/7/2013",Fully Paid,credit_card,VA,19.76,Sep-05,0.0,10013.43588,Oct-14,5865.66,INDIVIDUAL,0
12795378,14817576,16900.0,16900.0, 60 months,24.99,495.94,F,F4,"10+ years",RENT,49785.0,Not Verified,"1/5/2014",Current,other,TX,25.82,Sep-97,13372.35,9918.8,Jan-16,495.94,INDIVIDUAL,0
10737238,12629284,9750.0,9750.0, 36 months,17.57,350.39,D,D2,"2 years",OWN,32000.0,Not Verified,"1/1/2014",Fully Paid,credit_card,PA,19.5,Mar-01,0.0,11590.91,May-15,6685.45,INDIVIDUAL,0
49957060,53325898,20000.0,20000.0, 60 months,12.69,451.9,C,C2,"10+ years",MORTGAGE,102636.0,Source Verified,"1/5/2015",Current,debt_consolidation,GA,21.47,Aug-99,18004.1,3527.33,Jan-16,451.9,INDIVIDUAL,0
17403503,19526035,18675.0,18675.0, 60 months,25.89,557.93,G,G3,"",MORTGAGE,52000.0,Verified,"1/6/2014",Late (31-120 days),home_improvement,PA,23.45,Feb-97,15750.0,8926.88,Oct-15,557.93,INDIVIDUAL,0
36178585,38880143,12000.0,12000.0, 36 months,12.39,400.82,C,C1,"10+ years",RENT,83000.0,Source Verified,"1/11/2014",Current,debt_consolidation,CA,24.32,Oct-91,8168.36,5194.14,Dec-15,400.82,INDIVIDUAL,0
36783318,39526055,28775.0,28775.0, 60 months,15.99,699.6,D,D2,"",MORTGAGE,60000.0,Verified,"1/12/2014",Current,debt_consolidation,NC,29.25,Feb-83,24319.53,9069.24,Jan-16,699.6,INDIVIDUAL,0
1470307,1727204,4000.0,4000.0, 36 months,15.31,139.27,C,C2,< 1 year,RENT,30000.0,Verified,"1/8/2012",Charged Off,moving,GA,34.92,Nov-02,0.0,1975.36,Dec-13,101.62,INDIVIDUAL,422.37
40461530,43326289,12000.0,12000.0, 36 months,12.39,400.82,C,C1,"3 years",RENT,75000.0,Source Verified,"1/2/2015",Current,debt_consolidation,NY,7.54,Dec-07,8791.65,4392.5,Jan-16,400.82,INDIVIDUAL,0
68403937,73293686,31750.0,31750.0, 36 months,15.77,1112.64,D,D1,"6 years",OWN,80000.0,Source Verified,"1/12/2015",Issued,debt_consolidation,AZ,24.69,Nov-03,31750.0,0.0,"",0.0,INDIVIDUAL,0
47108385,50317115,35000.0,35000.0, 36 months,16.99,1247.68,D,D3,"10+ years",MORTGAGE,125000.0,Verified,"1/4/2015",Charged Off,debt_consolidation,CT,24.62,Sep-02,0.0,6205.36,Oct-15,1247.68,INDIVIDUAL,0
55991605,59653429,5000.0,5000.0, 36 months,9.99,161.32,B,B3,"10+ years",MORTGAGE,72000.0,Source Verified,"1/8/2015",Current,other,PA,16.9,Oct-99,4391.48,803.82,Jan-16,161.32,INDIVIDUAL,0
10161587,12012993,5000.0,5000.0, 36 months,13.53,169.75,B,B5,"6 years",OWN,46500.0,Verified,"1/1/2014",Current,car,FL,13.39,Jan-04,844.62,5074.0,Jan-16,169.75,INDIVIDUAL,0
5938658,7411081,12175.0,12175.0, 36 months,10.64,396.53,B,B2,< 1 year,RENT,35500.0,Not Verified,"1/8/2013",Charged Off,debt_consolidation,MA,23.0,Sep-00,0.0,8327.13,Jun-15,396.53,INDIVIDUAL,0
1106347,1342938,10000.0,10000.0, 36 months,7.9,312.91,A,A4,"4 years",RENT,40000.0,Source Verified,"1/2/2012",Fully Paid,debt_consolidation,FL,19.23,Nov-03,0.0,11129.35872,Mar-14,3295.07,INDIVIDUAL,0
8587523,10329557,6850.0,6850.0, 36 months,15.61,239.51,C,C3,"7 years",MORTGAGE,55000.0,Source Verified,"1/11/2013",Fully Paid,debt_consolidation,WA,23.76,Sep-99,0.0,7506.222398,Jul-14,5830.76,INDIVIDUAL,0
5638768,7021156,35000.0,35000.0, 60 months,23.28,992.31,F,F2,"9 years",MORTGAGE,138000.0,Verified,"1/6/2013",Fully Paid,debt_consolidation,WV,15.53,Feb-93,0.0,45055.16047,Oct-14,30184.19,INDIVIDUAL,0
5763959,7195714,15000.0,15000.0, 60 months,17.27,374.97,C,C5,"10+ years",RENT,80000.0,Verified,"1/6/2013",Fully Paid,credit_card,MD,14.28,Jun-96,0.0,19647.40141,Jul-15,10648.28,INDIVIDUAL,0
39742746,42566638,9000.0,9000.0, 36 months,12.99,303.21,C,C2,"3 years",RENT,30000.0,Source Verified,"1/1/2015",Current,debt_consolidation,FL,29.72,Nov-06,6609.78,3328.81,Dec-15,303.21,INDIVIDUAL,0
13958243,16010581,4600.0,4600.0, 36 months,6.62,141.24,A,A2,"2 years",RENT,75000.0,Source Verified,"1/4/2014",Current,debt_consolidation,NY,4.19,Jul-01,2027.83,2966.04,Jan-16,141.24,INDIVIDUAL,0
458713,571181,8000.0,8000.0, 36 months,8.59,252.89,A,A4,"6 years",RENT,78500.0,Not Verified,"1/12/2009",Fully Paid,wedding,VA,8.09,Nov-96,0.0,8418.5,Nov-10,3643.88,INDIVIDUAL,0
65984400,70679116,20250.0,20250.0, 36 months,13.67,688.86,C,C4,"10+ years",OWN,45000.0,Verified,"1/12/2015",Current,credit_card,OH,12.93,Apr-90,19791.82,673.48,Jan-16,688.86,INDIVIDUAL,0
46117435,49225268,12000.0,12000.0, 60 months,8.18,244.36,B,B1,"10+ years",MORTGAGE,100000.0,Source Verified,"1/4/2015",Current,debt_consolidation,NY,12.64,Jun-02,10112.18,2494.55,Jan-16,400.0,INDIVIDUAL,0
21040463,23323181,10000.0,10000.0, 36 months,13.98,341.68,C,C3,"5 years",RENT,28000.0,Source Verified,"1/7/2014",Current,debt_consolidation,SC,26.92,Jul-99,5519.33,6114.37,Jan-16,341.68,INDIVIDUAL,0
50578714,53958580,10000.0,10000.0, 36 months,7.89,312.86,A,A5,"4 years",MORTGAGE,60000.0,Not Verified,"1/6/2015",Fully Paid,debt_consolidation,MI,12.04,Feb-05,0.0,10426.97,Jan-16,8126.35,INDIVIDUAL,0
45324577,48432310,6000.0,6000.0, 36 months,14.65,206.97,C,C5,"2 years",RENT,62000.0,Source Verified,"1/4/2015",Current,debt_consolidation,TX,8.0,May-11,4883.4,1670.34,Dec-15,206.97,INDIVIDUAL,0
4545956,5798180,25000.0,25000.0, 36 months,14.33,858.46,C,C1,"4 years",MORTGAGE,140000.0,Verified,"1/5/2013",Fully Paid,credit_card,IL,12.64,Dec-98,0.0,28331.96651,Jun-14,18043.14,INDIVIDUAL,0
48675300,51924050,10750.0,10750.0, 36 months,18.25,389.99,E,E1,"9 years",RENT,40000.0,Not Verified,"1/5/2015",Current,debt_consolidation,NY,12.87,Aug-07,9090.31,2772.14,Jan-16,389.99,INDIVIDUAL,0
42335166,45311976,18000.0,18000.0, 36 months,6.68,553.16,A,A3,"5 years",RENT,52000.0,Source Verified,"1/3/2015",Current,major_purchase,NJ,19.7,Aug-02,13355.23,5518.24,Jan-16,553.16,INDIVIDUAL,0
13497237,15549529,30000.0,30000.0, 60 months,18.25,765.89,D,D3,"2 years",MORTGAGE,130584.0,Verified,"1/4/2014",Current,debt_consolidation,KY,20.86,Aug-96,22406.53,16083.69,Jan-16,765.89,INDIVIDUAL,0
27651307,30154429,30000.0,30000.0, 36 months,10.15,970.13,B,B2,"10+ years",RENT,104000.0,Verified,"1/10/2014",Current,debt_consolidation,TX,11.25,Feb-95,18118.57,15000.0,Dec-15,1000.0,INDIVIDUAL,0
63938926,68369710,14000.0,14000.0, 36 months,16.99,499.07,D,D3,"5 years",RENT,115500.0,Source Verified,"1/11/2015",Current,debt_consolidation,NY,19.49,Nov-94,13699.16,505.67,Dec-15,525.49,INDIVIDUAL,0
40949382,43825114,13800.0,13800.0, 60 months,18.84,356.77,E,E2,"9 years",MORTGAGE,51000.0,Not Verified,"1/2/2015",Current,debt_consolidation,CT,15.15,Feb-10,12131.92,3910.03,Jan-16,356.77,INDIVIDUAL,0
15329559,17402012,25000.0,25000.0, 60 months,20.49,669.19,E,E2,"2 years",RENT,77425.0,Not Verified,"1/4/2014",Fully Paid,debt_consolidation,TX,22.94,Aug-99,0.0,31350.23,Aug-15,21312.38,INDIVIDUAL,0
66104732,70799454,15725.0,15725.0, 60 months,18.49,403.52,E,E2,"1 year",RENT,40000.0,Verified,"1/12/2015",Current,credit_card,MN,31.11,Jul-04,15563.78,451.98,Jan-16,468.13,INDIVIDUAL,0
7678091,9379721,12000.0,12000.0, 36 months,11.99,398.52,B,B3,"8 years",RENT,45000.0,Not Verified,"1/10/2013",Fully Paid,debt_consolidation,NY,12.13,Mar-00,0.0,13495.5671,Jan-15,7916.61,INDIVIDUAL,0
1563857,1831085,6000.0,6000.0, 36 months,10.16,194.06,B,B1,"2 years",RENT,24000.0,Not Verified,"1/10/2012",Fully Paid,credit_card,NY,13.7,Sep-08,0.0,6983.870272,Oct-15,201.37,INDIVIDUAL,0
63476993,67819760,18000.0,18000.0, 36 months,7.26,557.94,A,A4,"7 years",OWN,60000.0,Not Verified,"1/10/2015",Current,credit_card,PA,27.4,Oct-84,17099.2,1101.36,Dec-15,557.94,INDIVIDUAL,0
12958821,14991000,20000.0,20000.0, 36 months,12.49,668.98,B,B4,"7 years",OWN,60000.0,Verified,"1/3/2014",Fully Paid,home_improvement,IL,0.8,Aug-94,0.0,22297.78,Apr-15,14939.0,INDIVIDUAL,0
32430275,35043614,5300.0,5300.0, 36 months,9.17,168.96,B,B1,"10+ years",RENT,53000.0,Not Verified,"1/11/2014",Fully Paid,debt_consolidation,HI,18.21,Nov-99,0.0,5767.68,Dec-15,3742.86,INDIVIDUAL,0
5968149,7440594,28000.0,28000.0, 60 months,19.52,734.38,D,D4,"10+ years",RENT,89000.0,Verified,"1/7/2013",Current,debt_consolidation,CO,19.14,Dec-07,17323.6,22031.12,Jan-16,734.38,INDIVIDUAL,0
56038293,59700032,5000.0,5000.0, 36 months,10.99,163.67,B,B4,"5 years",RENT,43000.0,Verified,"1/7/2015",Current,debt_consolidation,AL,20.68,Jan-04,4399.71,815.3,Dec-15,163.67,INDIVIDUAL,0
23032769,25385719,20000.0,20000.0, 60 months,14.99,475.7,C,C5,"10+ years",MORTGAGE,80000.0,Source Verified,"1/7/2014",Late (31-120 days),debt_consolidation,FL,11.85,Apr-97,16567.83,6659.8,Oct-15,475.7,INDIVIDUAL,0
12597004,14609170,2000.0,2000.0, 36 months,9.67,64.23,B,B1,"5 years",MORTGAGE,42000.0,Not Verified,"1/3/2014",Fully Paid,credit_card,MN,12.77,Apr-06,0.0,2200.92,Jun-15,1301.7,INDIVIDUAL,0
16231822,18334316,25000.0,25000.0, 36 months,12.99,842.23,C,C1,"4 years",OWN,100000.0,Source Verified,"1/5/2014",Fully Paid,debt_consolidation,OH,12.7,Sep-05,0.0,26529.58509,Nov-14,22318.44,INDIVIDUAL,0
12956683,12627610,27200.0,27200.0, 36 months,14.16,931.75,C,C2,"6 years",RENT,62000.0,Source Verified,"1/3/2014",Current,debt_consolidation,UT,20.0,Nov-02,12740.51,19566.75,Dec-15,931.75,INDIVIDUAL,0
19486341,21699099,13500.0,13500.0, 36 months,12.49,451.56,B,B5,< 1 year,MORTGAGE,115000.0,Not Verified,"1/7/2014",Late (31-120 days),major_purchase,NJ,13.1,Jan-86,8933.79,6344.42,Oct-15,474.14,INDIVIDUAL,0
51856661,55286384,15000.0,15000.0, 36 months,9.17,478.19,B,B2,"5 years",MORTGAGE,120000.0,Not Verified,"1/6/2015",Current,debt_consolidation,GA,14.87,Sep-88,12395.95,3339.69,Jan-16,478.19,INDIVIDUAL,0
66065784,70760547,35000.0,35000.0, 36 months,9.76,1125.42,B,B3,"10+ years",MORTGAGE,525000.0,Verified,"1/12/2015",Current,debt_consolidation,CT,16.92,Jan-88,34159.25,1087.46,Jan-16,1125.42,INDIVIDUAL,0
58320336,62139052,30000.0,30000.0, 36 months,9.17,956.37,B,B2,"3 years",MORTGAGE,600000.0,Source Verified,"1/8/2015",Current,home_improvement,LA,1.93,Sep-98,27058.01,3810.2,Dec-15,956.37,INDIVIDUAL,0
63184411,67536131,7000.0,7000.0, 36 months,10.99,229.14,B,B4,< 1 year,RENT,45000.0,Not Verified,"1/10/2015",Current,debt_consolidation,CO,20.48,Aug-06,504.24,6554.01,Jan-16,229.14,INDIVIDUAL,0
51408437,54828210,17200.0,17200.0, 36 months,14.65,593.3,C,C5,"",RENT,43000.0,Verified,"1/6/2015",Current,debt_consolidation,NM,28.27,Feb-05,14416.49,4139.1,Jan-16,593.3,INDIVIDUAL,0
7730087,9431525,3000.0,3000.0, 36 months,11.99,99.63,B,B3,"2 years",RENT,45000.0,Source Verified,"1/10/2013",Current,debt_consolidation,MN,34.24,Sep-01,853.47,2689.93,Jan-16,99.63,INDIVIDUAL,0
54315052,57895820,13750.0,13750.0, 36 months,5.32,414.08,A,A1,"3 years",RENT,71000.0,Not Verified,"1/7/2015",Current,debt_consolidation,NC,10.38,Aug-04,11607.65,2476.35,Jan-16,414.08,INDIVIDUAL,0
11104572,13016723,35000.0,35000.0, 60 months,17.57,880.61,D,D2,"10+ years",RENT,114000.0,Verified,"1/1/2014",Current,debt_consolidation,VA,10.72,Jun-00,25018.15,20254.03,Jan-16,880.61,INDIVIDUAL,0
22273293,24596057,8000.0,8000.0, 36 months,16.99,285.19,D,D3,< 1 year,OWN,48000.0,Not Verified,"1/7/2014",Fully Paid,credit_card,MA,3.71,Jan-10,0.0,8438.33,Nov-14,7582.76,INDIVIDUAL,0
65107889,69644631,24000.0,24000.0, 60 months,13.67,554.35,C,C4,"10+ years",MORTGAGE,150000.0,Source Verified,"1/11/2015",Current,debt_consolidation,VA,21.82,Apr-96,23719.05,663.71,Jan-16,691.05,INDIVIDUAL,0
44125520,47142239,4200.0,4200.0, 36 months,15.61,146.86,D,D1,"3 years",MORTGAGE,32000.0,Not Verified,"1/3/2015",Current,credit_card,AL,10.47,Feb-91,3325.45,1318.1,Dec-15,146.86,INDIVIDUAL,0
22403384,24736123,15000.0,15000.0, 36 months,12.49,501.74,B,B5,"10+ years",MORTGAGE,75000.0,Source Verified,"1/7/2014",Fully Paid,debt_consolidation,MN,9.92,Jan-04,0.0,16966.2,Nov-15,9941.84,INDIVIDUAL,0
12976745,15008939,16000.0,16000.0, 36 months,12.99,539.03,B,B5,"9 years",RENT,245000.0,Source Verified,"1/3/2014",Current,debt_consolidation,CA,19.81,Oct-03,2716.57,15790.26,Dec-15,539.03,INDIVIDUAL,0
60616801,64637573,10800.0,10800.0, 60 months,19.19,281.29,E,E3,"6 years",MORTGAGE,98000.0,Source Verified,"1/9/2015",Current,credit_card,NY,21.69,Nov-04,10355.15,1102.13,Jan-16,281.29,INDIVIDUAL,0
61540054,65658828,12000.0,12000.0, 36 months,5.32,361.38,A,A1,"8 years",MORTGAGE,95000.0,Not Verified,"1/10/2015",Current,debt_consolidation,IL,10.71,Nov-77,10947.82,1196.45,Jan-16,400.0,INDIVIDUAL,0
11266211,13178391,15000.0,15000.0, 60 months,14.98,356.7,C,C3,"10+ years",MORTGAGE,75000.0,Source Verified,"1/1/2014",Fully Paid,debt_consolidation,CA,16.08,Dec-97,0.0,18376.45,Oct-15,11599.15,INDIVIDUAL,0
38722489,41506217,9250.0,9250.0, 36 months,17.14,330.44,D,D4,"",MORTGAGE,32014.0,Verified,"1/1/2015",Current,home_improvement,KY,27.97,Sep-98,6905.82,3626.03,Dec-15,330.44,INDIVIDUAL,0
15530713,17623135,27200.0,27200.0, 60 months,26.06,815.35,G,G5,"7 years",MORTGAGE,85000.0,Verified,"1/5/2014",Current,debt_consolidation,KS,14.43,Apr-05,21647.14,16307.0,Jan-16,815.35,INDIVIDUAL,0
54434607,58015347,12000.0,12000.0, 36 months,8.18,377.04,B,B1,"10+ years",RENT,72000.0,Source Verified,"1/7/2015",Current,credit_card,KY,13.55,Jul-98,10018.47,2389.09,Dec-15,400.0,INDIVIDUAL,0
39380271,42184021,24000.0,24000.0, 36 months,8.19,754.18,A,A5,"4 years",RENT,120000.0,Source Verified,"1/1/2015",Fully Paid,other,CA,17.63,Oct-98,0.0,25393.17,Dec-15,117.49,INDIVIDUAL,0
61982516,66175233,5000.0,5000.0, 36 months,9.99,161.32,B,B3,"10+ years",MORTGAGE,61159.0,Not Verified,"1/10/2015",Current,home_improvement,ME,24.73,Mar-92,4637.92,486.73,Jan-16,161.32,INDIVIDUAL,0
41429318,44336038,35000.0,35000.0, 36 months,7.89,1095.0,A,A5,< 1 year,RENT,180000.0,Verified,"1/3/2015",Current,credit_card,NJ,13.27,Jan-95,26090.82,10994.51,Jan-16,1095.0,INDIVIDUAL,0
682143,871270,18000.0,18000.0, 60 months,13.8,416.97,C,C4,"6 years",MORTGAGE,46000.0,Verified,"1/2/2011",Charged Off,debt_consolidation,CA,15.65,Jul-00,0.0,830.88,May-11,416.97,INDIVIDUAL,0
55241041,58821834,7000.0,7000.0, 36 months,7.89,219.0,A,A5,"10+ years",MORTGAGE,234000.0,Not Verified,"1/7/2015",Current,other,NJ,7.04,Feb-00,5944.94,1307.86,Jan-16,219.0,INDIVIDUAL,0
55078208,58648929,5000.0,5000.0, 36 months,12.29,166.77,C,C1,"4 years",RENT,34000.0,Source Verified,"1/7/2015",Current,debt_consolidation,IL,5.69,Jan-12,4410.23,827.02,Jan-16,166.77,INDIVIDUAL,0
65089003,69625759,10000.0,10000.0, 36 months,9.99,322.63,B,B3,< 1 year,MORTGAGE,250000.0,Source Verified,"1/11/2015",Current,credit_card,CA,5.55,Aug-91,9519.25,634.16,Jan-16,322.63,INDIVIDUAL,0
38658075,41441940,10000.0,10000.0, 60 months,9.49,209.97,B,B2,"10+ years",MORTGAGE,90000.0,Source Verified,"1/1/2015",Current,credit_card,CA,3.19,Feb-88,8359.21,2514.37,Jan-16,209.97,INDIVIDUAL,0
59313105,63200914,15000.0,15000.0, 60 months,11.53,330.12,B,B5,"5 years",MORTGAGE,60000.0,Source Verified,"1/9/2015",Current,credit_card,OR,27.76,May-00,14245.23,1344.08,Jan-16,330.12,INDIVIDUAL,0
50931249,54310962,10000.0,10000.0, 36 months,13.33,338.54,C,C3,"10+ years",RENT,50000.0,Not Verified,"1/6/2015",Current,debt_consolidation,CA,37.9,Jul-87,8353.75,2362.37,Jan-16,338.54,INDIVIDUAL,0
675565,863378,8400.0,8400.0, 60 months,10.37,180.01,B,B3,"2 years",OWN,70000.0,Not Verified,"1/2/2011",Fully Paid,debt_consolidation,NY,18.17,Nov-03,0.0,10762.48122,Sep-15,1249.6,INDIVIDUAL,0
9186076,11018128,4000.0,4000.0, 36 months,23.1,155.05,E,E4,"5 years",MORTGAGE,100000.0,Verified,"1/12/2013",Current,vacation,TX,15.89,Aug-00,1524.32,3875.31,Jan-16,155.05,INDIVIDUAL,0
9534639,11386781,12000.0,12000.0, 60 months,12.85,272.12,B,B4,"10+ years",MORTGAGE,110000.0,Source Verified,"1/12/2013",Current,credit_card,LA,10.33,Aug-99,7909.15,6818.0,Jan-16,272.12,INDIVIDUAL,0
60914146,64955987,12000.0,12000.0, 60 months,17.86,303.81,D,D5,"10+ years",MORTGAGE,62239.0,Verified,"1/10/2015",Current,debt_consolidation,SC,16.68,Oct-02,11618.75,887.62,Jan-16,303.81,INDIVIDUAL,0
55998917,59660669,22075.0,22075.0, 60 months,11.53,485.82,B,B5,"10+ years",MORTGAGE,75000.0,Not Verified,"1/7/2015",Current,credit_card,WI,25.97,Sep-88,20679.87,2443.24,Jan-16,485.82,INDIVIDUAL,0
54405186,57985970,7200.0,7200.0, 36 months,13.99,246.05,C,C4,"10+ years",MORTGAGE,56000.0,Verified,"1/7/2015",Fully Paid,debt_consolidation,NY,27.69,Feb-99,0.0,7225.19,Jul-15,7236.38,INDIVIDUAL,0
6533585,8085560,15000.0,15000.0, 36 months,12.35,500.73,B,B4,< 1 year,RENT,60000.0,Verified,"1/8/2013",Fully Paid,debt_consolidation,TX,12.54,Feb-98,0.0,17334.53,Mar-15,8321.39,INDIVIDUAL,0
13877848,15930177,20700.0,20700.0, 60 months,21.99,571.6,E,E4,"4 years",MORTGAGE,150000.0,Verified,"1/4/2014",Current,debt_consolidation,FL,5.89,Nov-99,15828.95,12003.6,Jan-16,571.6,INDIVIDUAL,0
15449352,17521804,12000.0,12000.0, 60 months,13.98,279.1,C,C3,"4 years",RENT,30000.0,Not Verified,"1/5/2014",Fully Paid,debt_consolidation,WI,16.28,Aug-02,0.0,12414.51,Aug-14,11856.31,INDIVIDUAL,0
21741141,24064077,6000.0,6000.0, 36 months,18.24,217.64,D,D5,"10+ years",MORTGAGE,425000.0,Source Verified,"1/7/2014",Current,other,GA,9.6,Jul-98,3568.19,3728.15,Jan-16,217.64,INDIVIDUAL,0
16131164,18233658,9000.0,9000.0, 36 months,6.49,275.81,A,A2,"10+ years",MORTGAGE,60000.0,Not Verified,"1/5/2014",Current,credit_card,LA,23.97,Jan-83,4467.8,5240.39,Dec-15,275.81,INDIVIDUAL,0
66985289,71786004,4000.0,4000.0, 36 months,7.89,125.15,A,A5,"6 years",MORTGAGE,70000.0,Verified,"1/12/2015",Current,debt_consolidation,IL,33.49,Nov-02,3901.15,123.4,Jan-16,125.15,INDIVIDUAL,0
1594247,1864472,20000.0,20000.0, 60 months,21.98,552.16,E,E4,"1 year",RENT,72000.0,Verified,"1/10/2012",Current,debt_consolidation,VA,26.55,Apr-98,9690.04,21526.41,Jan-16,552.16,INDIVIDUAL,0
33431191,36074489,9600.0,9600.0, 36 months,12.39,320.65,C,C1,"1 year",RENT,35000.0,Not Verified,"1/11/2014",Current,debt_consolidation,NV,27.3,Jun-00,6281.59,4482.49,Jan-16,320.65,INDIVIDUAL,0
33301407,35944729,8000.0,8000.0, 36 months,8.39,252.14,A,A5,"10+ years",OWN,26000.0,Source Verified,"1/11/2014",Current,credit_card,FL,23.22,Feb-96,5124.71,3526.23,Jan-16,252.14,INDIVIDUAL,0
54101073,57641921,5000.0,5000.0, 36 months,11.53,164.96,B,B5,"10+ years",MORTGAGE,65000.0,Not Verified,"1/7/2015",Current,home_improvement,CA,29.1,Apr-03,1676.08,3489.44,Jan-16,164.96,INDIVIDUAL,0
40736493,43612219,24000.0,24000.0, 36 months,10.99,785.62,B,B4,"9 years",MORTGAGE,67500.0,Source Verified,"1/2/2015",Charged Off,debt_consolidation,MA,6.76,May-99,0.0,3170.75,Jun-15,785.62,INDIVIDUAL,0
8405324,10147437,15100.0,15100.0, 36 months,6.03,459.58,A,A1,"10+ years",MORTGAGE,100000.0,Verified,"1/11/2013",Current,credit_card,LA,27.64,Jan-01,4471.67,11948.48,Jan-16,459.58,INDIVIDUAL,0
19005871,21188532,19500.0,19500.0, 60 months,10.15,415.76,B,B2,"10+ years",MORTGAGE,70000.0,Not Verified,"1/6/2014",Fully Paid,credit_card,CT,17.55,Sep-87,0.0,21441.20977,Jun-15,16867.85,INDIVIDUAL,0
35054608,37737946,13200.0,13200.0, 60 months,18.54,339.09,E,E1,"7 years",MORTGAGE,65000.0,Verified,"1/11/2014",Fully Paid,debt_consolidation,OK,11.87,Nov-92,0.0,14606.71,Jun-15,12585.77,INDIVIDUAL,0
722833,917700,3000.0,3000.0, 36 months,7.29,93.03,A,A4,"7 years",MORTGAGE,50400.0,Source Verified,"1/4/2011",Fully Paid,car,CO,0.0,Mar-97,0.0,3342.99,Jan-14,466.69,INDIVIDUAL,0
7066547,8728678,15600.0,15600.0, 36 months,12.35,520.76,B,B4,"5 years",RENT,48000.0,Not Verified,"1/9/2013",Current,debt_consolidation,PA,19.53,Dec-01,3981.24,14578.63,Jan-16,520.76,INDIVIDUAL,0
3186411,3919273,33600.0,33600.0, 60 months,22.95,946.24,F,F1,"10+ years",MORTGAGE,100000.0,Verified,"1/2/2013",Charged Off,debt_consolidation,NJ,28.57,Jan-02,0.0,27423.92,Jul-15,946.24,INDIVIDUAL,0
60812980,64844808,31000.0,31000.0, 60 months,10.99,673.87,B,B4,"10+ years",MORTGAGE,87000.0,Source Verified,"1/10/2015",Current,credit_card,TX,24.76,Aug-03,29819.37,1983.76,Jan-16,673.87,INDIVIDUAL,0
14649075,16711397,19200.0,19200.0, 60 months,13.65,443.28,C,C1,< 1 year,RENT,51000.0,Source Verified,"1/4/2014",Current,credit_card,LA,7.93,Sep-89,13899.58,9308.88,Jan-16,443.28,INDIVIDUAL,0
